latitude,longitude,density
33.70824904499158,-118.28698521666094,1.302313955834514
33.71911861020897,-118.32302125269696,1.5571924042527145
33.71911861020897,-118.31401224368796,1.5470026292310148
33.71911861020897,-118.30500323467896,1.489117554923715
33.71911861020897,-118.29599422566994,1.4312324806162326
33.71911861020897,-118.28698521666094,1.3733474063088418
33.71911861020897,-118.25094918062491,1.356857152288288
33.729988175426364,-118.35004827972398,1.4021446967035718
33.729988175426364,-118.34103927071496,1.4616263693095708
33.729988175426364,-118.33203026170597,1.5211080419153824
33.729988175426364,-118.32302125269696,1.5805897145212877
33.729988175426364,-118.31401224368796,1.6180360797053412
33.729988175426364,-118.30500323467896,1.5601510053980412
33.729988175426364,-118.29599422566994,1.5022659310905588
33.729988175426364,-118.28698521666094,1.4386278481487365
33.729988175426364,-118.27797620765192,1.368901806731733
33.729988175426364,-118.26896719864293,1.2991757653149492
33.729988175426364,-118.25094918062491,1.357793170802072
33.729988175426364,-118.24194017161592,1.4211573569486504
33.740857740643754,-118.377075306751,1.290341343295228
33.740857740643754,-118.368066297742,1.3184087982457007
33.740857740643754,-118.35905728873298,1.3660603343662394
33.740857740643754,-118.35004827972398,1.4255420069721445
33.740857740643754,-118.34103927071496,1.4843888350667789
33.740857740643754,-118.33203026170597,1.5330303697825995
33.740857740643754,-118.32302125269696,1.5816719044984966
33.740857740643754,-118.31401224368796,1.6713656530491319
33.740857740643754,-118.30500323467896,1.583228717247187
33.740857740643754,-118.29599422566994,1.5135026758301835
33.740857740643754,-118.28698521666094,1.4437766344132898
33.740857740643754,-118.27797620765192,1.374050592996286
33.740857740643754,-118.26896719864293,1.3043245515795023
33.740857740643754,-118.25995818963392,1.2995777709199465
33.740857740643754,-118.2329311626069,1.4896703293599818
33.740857740643754,-118.18788611756187,1.7396383688884736
33.751727305861145,-118.404102333778,1.237029066321354
33.751727305861145,-118.395093324769,1.2650965212718708
33.751727305861145,-118.38608431576,1.2931639762223435
33.751727305861145,-118.377075306751,1.3212314311728606
33.751727305861145,-118.368066297742,1.3684549694946149
33.751727305861145,-118.35905728873298,1.3500172657172296
33.751727305861145,-118.35004827972398,1.3986588004331266
33.751727305861145,-118.34103927071496,1.4473003351491005
33.751727305861145,-118.33203026170597,1.4959418698649207
33.751727305861145,-118.32302125269696,1.6011069135569913
33.751727305861145,-118.31401224368796,1.7099355235014497
33.751727305861145,-118.30500323467896,1.6310903551528269
33.751727305861145,-118.29599422566994,1.5186514620947364
33.751727305861145,-118.28698521666094,1.4489254206778428
33.751727305861145,-118.27797620765192,1.379199379260839
33.751727305861145,-118.25995818963392,1.3047265571844997
33.751727305861145,-118.25094918062491,1.3680907433311782
33.751727305861145,-118.21491314458888,1.6215474879179919
33.751727305861145,-118.20590413557989,1.693182101627422
33.751727305861145,-118.19689512657088,1.7733301714868779
33.751727305861145,-118.18788611756187,1.8105812189296961
33.762596871078536,-118.41311134278702,1.2398516992484254
33.762596871078536,-118.404102333778,1.2679191541989865
33.762596871078536,-118.395093324769,1.2959866091495036
33.762596871078536,-118.38608431576,1.3240540640999763
33.762596871078536,-118.377075306751,1.397173108321545
33.762596871078536,-118.368066297742,1.4795964363977698
33.762596871078536,-118.35905728873298,1.3383109704467022
33.762596871078536,-118.35004827972398,1.361570300515448
33.762596871078536,-118.34103927071496,1.410211835231422
33.762596871078536,-118.33203026170597,1.5182800025258378
33.762596871078536,-118.32302125269696,1.6612697667916805
33.762596871078536,-118.31401224368796,1.7485053939537676
33.762596871078536,-118.30500323467896,1.6976775506114752
33.762596871078536,-118.29599422566994,1.5758048045735125
33.762596871078536,-118.28698521666094,1.454074206942396
33.762596871078536,-118.27797620765192,1.3843481655253922
33.762596871078536,-118.26896719864293,1.3146221241086085
33.762596871078536,-118.24194017161592,1.43660371574231
33.762596871078536,-118.2329311626069,1.4999679018890881
33.762596871078536,-118.2239221535979,1.5701408819761744
33.762596871078536,-118.20590413557989,1.7304370216950864
33.762596871078536,-118.19689512657088,1.8105850915545427
33.762596871078536,-118.18788611756187,1.843293473125587
33.762596871078536,-118.16085909053486,1.9104549531701933
33.762596871078536,-118.15185008152584,1.892747550346836
33.762596871078536,-118.14284107251684,1.8534716028337812
33.762596871078536,-118.13383206350784,1.7631394346244038
33.762596871078536,-118.12482305449883,1.6080110574324693
33.77346643629593,-118.42212035179602,1.2426743321755411
33.77346643629593,-118.41311134278702,1.270741787126058
33.77346643629593,-118.404102333778,1.2988092420766195
33.77346643629593,-118.395093324769,1.337448693418108
33.77346643629593,-118.38608431576,1.4258912471483367
33.77346643629593,-118.377075306751,1.5143338008787048
33.77346643629593,-118.368066297742,1.521919038873339
33.77346643629593,-118.35905728873298,1.3806335729222714
33.77346643629593,-118.35004827972398,1.3244818005977697
33.77346643629593,-118.34103927071496,1.4354530914949097
33.77346643629593,-118.33203026170597,1.5784428557605268
33.77346643629593,-118.32302125269696,1.7214326200263694
33.77346643629593,-118.31401224368796,1.7870752644060854
33.77346643629593,-118.30500323467896,1.7458016820489
33.77346643629593,-118.29599422566994,1.6423920000321606
33.77346643629593,-118.28698521666094,1.5205192539943904
33.77346643629593,-118.27797620765192,1.3986465079564274
33.77346643629593,-118.26896719864293,1.3197709103731616
33.77346643629593,-118.25995818963392,1.315024129713606
33.77346643629593,-118.25094918062491,1.3783883158602845
33.77346643629593,-118.24194017161592,1.4470996623248007
33.77346643629593,-118.2329311626069,1.5272477321843831
33.77346643629593,-118.2239221535979,1.607395802043839
33.77346643629593,-118.21491314458888,1.6875438719034217
33.77346643629593,-118.20590413557989,1.7676919417627515
33.77346643629593,-118.19689512657088,1.8478400116222073
33.77346643629593,-118.18788611756187,1.8760057273214774
33.77346643629593,-118.17887710855288,1.9008373464815325
33.77346643629593,-118.16986809954386,1.9256689656416661
33.77346643629593,-118.16085909053486,1.9505005848017603
33.77346643629593,-118.15185008152584,1.9704011624906625
33.77346643629593,-118.14284107251684,1.9628052530366844
33.77346643629593,-118.13383206350784,1.8056651142128732
33.77346643629593,-118.12482305449883,1.6260097135645841
33.77346643629593,-118.11581404548984,1.5371759093373323
33.77346643629593,-118.10680503648082,1.4551174186618336
33.78433600151332,-118.41311134278702,1.3016318750036908
33.78433600151332,-118.404102333778,1.3661668322448997
33.78433600151332,-118.395093324769,1.4546093859752678
33.78433600151332,-118.38608431576,1.5430519397054963
33.78433600151332,-118.377075306751,1.6314944934358642
33.78433600151332,-118.368066297742,1.5642416413489082
33.78433600151332,-118.35905728873298,1.4229561753978408
33.78433600151332,-118.35004827972398,1.4010959697731273
33.78433600151332,-118.34103927071496,1.4956159447295987
33.78433600151332,-118.33203026170597,1.638605708995216
33.78433600151332,-118.32302125269696,1.7815954732610584
33.78433600151332,-118.31401224368796,1.825645134858403
33.78433600151332,-118.30500323467896,1.7843715525012178
33.78433600151332,-118.29599422566994,1.708979195490809
33.78433600151332,-118.28698521666094,1.5871064494530385
