latitude,longitude
32.816944697165546,-118.44013836981404
32.816944697165546,-118.42212035179602
32.816944697165546,-118.40410233377801
32.816944697165546,-118.38608431576
32.816944697165546,-118.35004827972398
32.83868382760033,-118.45815638783205
32.83868382760033,-118.44013836981404
32.83868382760033,-118.42212035179602
32.83868382760033,-118.40410233377801
32.83868382760033,-118.38608431576
32.86042295803511,-118.49419242386807
32.86042295803511,-118.47617440585006
32.86042295803511,-118.45815638783205
32.86042295803511,-118.44013836981404
32.86042295803511,-118.42212035179602
32.86042295803511,-118.40410233377801
32.88216208846989,-118.49419242386807
32.88216208846989,-118.47617440585006
32.88216208846989,-118.45815638783205
32.88216208846989,-118.44013836981404
32.90390121890467,-118.51221044188608
32.90390121890467,-118.49419242386807
32.90390121890467,-118.47617440585006
32.90390121890467,-118.45815638783205
32.92564034933945,-118.5302284599041
32.92564034933945,-118.51221044188608
32.92564034933945,-118.49419242386807
32.947379479774234,-118.5302284599041
32.947379479774234,-118.51221044188608
32.969118610209016,-118.5482464779221
32.969118610209016,-118.5302284599041
32.9908577406438,-118.56626449594012
32.9908577406438,-118.5482464779221
33.01259687107858,-118.58428251395813
33.01259687107858,-118.56626449594012
33.31694469716552,-118.42212035179602
33.31694469716552,-118.35004827972398
33.31694469716552,-118.33203026170597
33.31694469716552,-118.31401224368796
33.3386838276003,-118.45815638783205
33.3386838276003,-118.44013836981404
33.3386838276003,-118.42212035179602
33.3386838276003,-118.40410233377801
33.3386838276003,-118.38608431576
33.3386838276003,-118.36806629774199
33.3386838276003,-118.35004827972398
33.3386838276003,-118.33203026170597
33.3386838276003,-118.31401224368796
33.36042295803508,-118.47617440585006
33.36042295803508,-118.45815638783205
33.36042295803508,-118.44013836981404
33.36042295803508,-118.42212035179602
33.36042295803508,-118.40410233377801
33.36042295803508,-118.38608431576
33.36042295803508,-118.36806629774199
33.36042295803508,-118.35004827972398
33.38216208846986,-118.45815638783205
33.38216208846986,-118.44013836981404
33.38216208846986,-118.42212035179602
33.38216208846986,-118.40410233377801
33.38216208846986,-118.38608431576
33.38216208846986,-118.36806629774199
33.40390121890464,-118.47617440585006
33.40390121890464,-118.45815638783205
33.40390121890464,-118.44013836981404
33.40390121890464,-118.42212035179602
33.40390121890464,-118.40410233377801
33.40390121890464,-118.38608431576
33.425640349339425,-118.49419242386807
33.425640349339425,-118.47617440585006
33.425640349339425,-118.45815638783205
33.425640349339425,-118.44013836981404
33.425640349339425,-118.42212035179602
33.447379479774206,-118.56626449594012
33.447379479774206,-118.5482464779221
33.447379479774206,-118.5302284599041
33.447379479774206,-118.51221044188608
33.46911861020899,-118.58428251395813
33.46911861020899,-118.56626449594012
33.46911861020899,-118.5482464779221
33.70824904499158,-118.27797620765193
33.729988175426364,-118.35004827972398
33.729988175426364,-118.33203026170597
33.729988175426364,-118.31401224368796
33.729988175426364,-118.29599422566994
33.729988175426364,-118.27797620765193
33.729988175426364,-118.24194017161591
33.751727305861145,-118.40410233377801
33.751727305861145,-118.38608431576
33.751727305861145,-118.36806629774199
33.751727305861145,-118.35004827972398
33.751727305861145,-118.33203026170597
33.751727305861145,-118.31401224368796
33.751727305861145,-118.29599422566994
33.751727305861145,-118.27797620765193
33.751727305861145,-118.25995818963392
33.751727305861145,-118.20590413557989
33.751727305861145,-118.18788611756187
33.77346643629593,-118.42212035179602
33.77346643629593,-118.40410233377801
33.77346643629593,-118.38608431576
33.77346643629593,-118.36806629774199
33.77346643629593,-118.35004827972398
33.77346643629593,-118.33203026170597
33.77346643629593,-118.31401224368796
33.77346643629593,-118.29599422566994
33.77346643629593,-118.27797620765193
33.77346643629593,-118.25995818963392
33.77346643629593,-118.24194017161591
33.77346643629593,-118.2239221535979
33.77346643629593,-118.20590413557989
33.77346643629593,-118.18788611756187
33.77346643629593,-118.16986809954386
33.77346643629593,-118.15185008152585
33.77346643629593,-118.13383206350784
33.77346643629593,-118.11581404548983
33.77346643629593,-118.09779602747182
33.79520556673071,-118.40410233377801
33.79520556673071,-118.38608431576
33.79520556673071,-118.36806629774199
33.79520556673071,-118.35004827972398
33.79520556673071,-118.33203026170597
33.79520556673071,-118.31401224368796
33.79520556673071,-118.29599422566994
33.79520556673071,-118.27797620765193
33.79520556673071,-118.25995818963392
33.79520556673071,-118.24194017161591
33.79520556673071,-118.2239221535979
33.79520556673071,-118.20590413557989
33.79520556673071,-118.18788611756187
33.79520556673071,-118.16986809954386
33.79520556673071,-118.15185008152585
33.79520556673071,-118.13383206350784
33.79520556673071,-118.11581404548983
33.79520556673071,-118.09779602747182
33.81694469716549,-118.38608431576
33.81694469716549,-118.36806629774199
33.81694469716549,-118.35004827972398
33.81694469716549,-118.33203026170597
33.81694469716549,-118.31401224368796
33.81694469716549,-118.29599422566994
33.81694469716549,-118.27797620765193
33.81694469716549,-118.25995818963392
33.81694469716549,-118.24194017161591
33.81694469716549,-118.2239221535979
33.81694469716549,-118.20590413557989
33.81694469716549,-118.18788611756187
33.81694469716549,-118.16986809954386
33.81694469716549,-118.15185008152585
33.81694469716549,-118.13383206350784
33.81694469716549,-118.11581404548983
33.81694469716549,-118.09779602747182
33.81694469716549,-118.0797780094538
33.83868382760027,-118.38608431576
33.83868382760027,-118.36806629774199
33.83868382760027,-118.35004827972398
33.83868382760027,-118.33203026170597
33.83868382760027,-118.31401224368796
33.83868382760027,-118.29599422566994
33.83868382760027,-118.27797620765193
33.83868382760027,-118.25995818963392
33.83868382760027,-118.24194017161591
33.83868382760027,-118.2239221535979
33.83868382760027,-118.20590413557989
33.83868382760027,-118.18788611756187
33.83868382760027,-118.16986809954386
33.83868382760027,-118.15185008152585
33.83868382760027,-118.13383206350784
33.83868382760027,-118.11581404548983
33.83868382760027,-118.09779602747182
33.83868382760027,-118.0797780094538
33.83868382760027,-118.06175999143579
33.86042295803505,-118.38608431576
33.86042295803505,-118.36806629774199
33.86042295803505,-118.35004827972398
33.86042295803505,-118.33203026170597
33.86042295803505,-118.31401224368796
33.86042295803505,-118.29599422566994
33.86042295803505,-118.27797620765193
33.86042295803505,-118.25995818963392
33.86042295803505,-118.24194017161591
33.86042295803505,-118.2239221535979
33.86042295803505,-118.20590413557989
33.86042295803505,-118.18788611756187
33.86042295803505,-118.16986809954386
33.86042295803505,-118.15185008152585
33.86042295803505,-118.13383206350784
33.86042295803505,-118.11581404548983
33.86042295803505,-118.09779602747182
33.86042295803505,-118.0797780094538
33.86042295803505,-118.06175999143579
33.86042295803505,-118.04374197341778
33.88216208846983,-118.40410233377801
33.88216208846983,-118.38608431576
33.88216208846983,-118.36806629774199
33.88216208846983,-118.35004827972398
33.88216208846983,-118.33203026170597
33.88216208846983,-118.31401224368796
33.88216208846983,-118.29599422566994
33.88216208846983,-118.27797620765193
33.88216208846983,-118.25995818963392
33.88216208846983,-118.24194017161591
33.88216208846983,-118.2239221535979
33.88216208846983,-118.20590413557989
33.88216208846983,-118.18788611756187
33.88216208846983,-118.16986809954386
33.88216208846983,-118.15185008152585
33.88216208846983,-118.13383206350784
33.88216208846983,-118.11581404548983
33.88216208846983,-118.09779602747182
33.88216208846983,-118.0797780094538
33.88216208846983,-118.06175999143579
33.88216208846983,-118.04374197341778
33.88216208846983,-118.02572395539977
33.88216208846983,-118.00770593738176
33.903901218904615,-118.42212035179602
33.903901218904615,-118.40410233377801
